id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,Clase de edad,Perfil,month_num,date,weekday
15120,36.0,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,-1,0,unknown,yes,35-44,Adultxs,8,,
15121,42.0,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,yes,35-44,Adultxs,4,,
15122,40.0,housemaid,married,secondary,no,949,no,no,cellular,8,aug,182,1,-1,0,unknown,no,35-44,Adultxs,8,,
15123,41.0,management,divorced,tertiary,no,1757,no,no,cellular,22,apr,314,1,239,13,failure,yes,35-44,Adultxs,4,,
15124,30.0,blue-collar,married,secondary,no,486,yes,no,unknown,29,may,1109,3,-1,0,unknown,yes,25-34,Millenials,5,,
15125,52.0,admin.,married,secondary,no,-462,yes,no,cellular,9,feb,172,5,-1,0,unknown,no,45-54,Divorciadxs,2,,
15126,49.0,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,1,59,2,failure,no,45-54,Divorciadxs,5,,
15127,52.0,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,unknown,no,45-54,Divorciadxs,11,,
15128,36.0,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,259,3,475,4,success,yes,35-44,Adultxs,8,,
15129,51.0,blue-collar,married,secondary,no,814,yes,no,cellular,14,may,17,8,-1,0,unknown,no,45-54,Divorciadxs,5,,
15130,42.0,technician,single,secondary,no,1364,yes,no,unknown,15,may,1867,6,-1,0,unknown,yes,35-44,Adultxs,5,,
15131,52.0,unemployed,divorced,secondary,no,230,no,no,cellular,24,dec,422,2,-1,0,unknown,yes,45-54,Divorciadxs,12,,
15132,30.0,management,single,tertiary,no,3410,yes,no,cellular,18,may,140,1,-1,0,unknown,no,25-34,Millenials,5,,
15133,33.0,admin.,married,secondary,no,1737,no,no,cellular,30,apr,524,2,-1,0,unknown,no,25-34,Millenials,4,,
15134,35.0,blue-collar,married,secondary,no,106,yes,no,cellular,14,apr,252,5,-1,0,unknown,no,35-44,Adultxs,4,,
15135,77.0,unknown,married,unknown,no,397,no,no,telephone,7,may,300,3,-1,0,unknown,yes,65+,Gen Z & Boomers,5,,
15136,53.0,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,295,3,-1,0,unknown,yes,45-54,Divorciadxs,11,,
15137,37.0,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,no,35-44,Adultxs,8,,
15138,38.0,management,divorced,tertiary,no,162,no,no,cellular,25,aug,323,4,-1,0,unknown,no,35-44,Adultxs,8,,
15139,43.0,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes,35-44,Adultxs,5,,
15140,38.0,blue-collar,married,secondary,no,-40,yes,no,unknown,23,may,227,1,-1,0,unknown,no,35-44,Adultxs,5,,
15141,45.0,blue-collar,married,primary,no,907,no,no,cellular,18,aug,230,8,-1,0,unknown,no,45-54,Divorciadxs,8,,
15142,55.0,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes,55-64,Gen Z & Boomers,8,,
15143,50.0,services,married,secondary,no,77,no,no,cellular,27,may,138,2,-1,0,unknown,no,45-54,Divorciadxs,5,,
15144,31.0,management,single,tertiary,no,0,no,no,cellular,25,aug,9,12,-1,0,unknown,no,25-34,Millenials,8,,
15145,29.0,services,married,secondary,no,1386,yes,no,unknown,28,may,166,1,-1,0,unknown,no,25-34,Millenials,5,,
15146,39.0,management,married,secondary,no,1585,yes,no,cellular,30,jan,82,2,-1,0,unknown,no,35-44,Adultxs,1,,
15147,35.0,technician,married,secondary,no,0,no,no,cellular,14,jul,125,2,-1,0,unknown,no,35-44,Adultxs,7,,
15148,26.0,technician,single,tertiary,no,-67,yes,no,cellular,15,may,637,1,-1,0,unknown,yes,25-34,Millenials,5,,
15149,33.0,services,married,secondary,no,7,yes,no,unknown,20,may,217,1,-1,0,unknown,no,25-34,Millenials,5,,
15150,30.0,services,single,secondary,no,1881,no,yes,unknown,26,jun,29,1,-1,0,unknown,no,25-34,Millenials,6,,
15151,39.0,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,-1,0,unknown,yes,35-44,Adultxs,4,,
15152,20.0,student,single,unknown,no,801,no,no,cellular,11,nov,244,2,-1,0,unknown,yes,18-24,Gen Z & Boomers,11,,
15153,27.0,admin.,married,tertiary,no,73,no,no,cellular,10,feb,159,1,-1,0,unknown,yes,25-34,Millenials,2,,
15154,31.0,admin.,single,secondary,no,162,yes,no,unknown,28,may,247,1,-1,0,unknown,no,25-34,Millenials,5,,
15155,26.0,technician,single,tertiary,no,15161,no,no,cellular,2,feb,280,1,-1,0,unknown,yes,25-34,Millenials,2,,
15156,26.0,services,single,secondary,no,1114,no,no,cellular,9,feb,44,2,-1,0,unknown,no,25-34,Millenials,2,,
15157,35.0,blue-collar,married,secondary,no,260,yes,no,telephone,13,may,155,6,-1,0,unknown,no,35-44,Adultxs,5,,
15158,58.0,technician,married,unknown,no,49,yes,no,unknown,15,may,75,2,-1,0,unknown,no,55-64,Gen Z & Boomers,5,,
15159,57.0,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes,55-64,Gen Z & Boomers,1,,
15160,31.0,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,952,2,-1,0,unknown,yes,25-34,Millenials,11,,
15161,59.0,technician,married,primary,no,309,no,yes,cellular,29,jul,25,5,-1,0,unknown,no,55-64,Gen Z & Boomers,7,,
15162,44.0,technician,divorced,secondary,no,314,yes,no,unknown,12,aug,18,1,651,1,success,no,35-44,Adultxs,8,,
15163,33.0,management,married,tertiary,no,0,no,no,cellular,29,aug,60,2,-1,0,unknown,no,25-34,Millenials,8,,
15164,35.0,technician,single,secondary,no,344,no,no,cellular,27,aug,519,16,-1,0,unknown,yes,35-44,Adultxs,8,,
15165,57.0,retired,divorced,primary,yes,0,no,yes,cellular,24,jul,125,2,-1,0,unknown,no,55-64,Gen Z & Boomers,7,,
15166,26.0,services,single,secondary,no,397,no,no,cellular,29,jan,268,1,-1,0,unknown,no,25-34,Millenials,1,,
15167,35.0,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes,35-44,Adultxs,11,,
15168,56.0,blue-collar,married,secondary,no,1210,no,no,unknown,11,jun,935,1,-1,0,unknown,yes,55-64,Gen Z & Boomers,6,,
15169,35.0,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,147,1,119,3,failure,yes,35-44,Adultxs,6,,
15170,22.0,student,single,unknown,no,1,no,no,telephone,15,jun,263,4,-1,0,unknown,no,18-24,Gen Z & Boomers,6,,
15171,30.0,management,single,tertiary,no,297,no,no,cellular,8,nov,188,1,-1,0,unknown,yes,25-34,Millenials,11,,
15172,59.0,retired,married,tertiary,no,1296,no,no,cellular,11,aug,862,11,-1,0,unknown,no,55-64,Gen Z & Boomers,8,,
15173,56.0,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown,no,55-64,Gen Z & Boomers,11,,
15174,42.0,self-employed,married,secondary,no,240,yes,no,cellular,4,feb,183,1,189,16,other,no,35-44,Adultxs,2,,
15175,36.0,management,single,tertiary,no,811,no,no,cellular,6,mar,229,1,-1,0,unknown,yes,35-44,Adultxs,3,,
15176,37.0,admin.,single,secondary,no,245,yes,yes,unknown,7,may,732,2,-1,0,unknown,yes,35-44,Adultxs,5,,
15177,18.0,student,single,unknown,no,348,no,no,cellular,5,may,443,4,-1,0,unknown,yes,18-24,Gen Z & Boomers,5,,
15178,60.0,admin.,married,unknown,no,478,no,no,cellular,19,jul,173,2,311,8,failure,yes,55-64,Gen Z & Boomers,7,,
15179,40.0,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no,35-44,Adultxs,5,,
15180,51.0,management,married,tertiary,no,4917,no,no,cellular,23,apr,113,1,-1,0,unknown,yes,45-54,Divorciadxs,4,,
15181,46.0,management,married,secondary,no,149,no,no,cellular,21,nov,1222,2,-1,0,unknown,yes,45-54,Divorciadxs,11,,
15182,76.0,retired,married,primary,no,163,no,no,telephone,13,oct,120,1,-1,0,unknown,no,65+,Gen Z & Boomers,10,,
15183,59.0,technician,married,secondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,yes,55-64,Gen Z & Boomers,10,,
15184,49.0,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,yes,45-54,Divorciadxs,6,,
15185,40.0,admin.,married,secondary,no,767,yes,no,cellular,6,feb,168,1,-1,0,unknown,no,35-44,Adultxs,2,,
15186,51.0,retired,married,secondary,no,1435,no,no,unknown,11,jun,587,1,-1,0,unknown,yes,45-54,Divorciadxs,6,,
15187,57.0,management,married,unknown,no,0,no,no,cellular,30,sep,585,1,-1,0,unknown,no,55-64,Gen Z & Boomers,9,,
15188,30.0,admin.,single,secondary,no,873,no,no,cellular,7,oct,301,1,216,2,failure,no,25-34,Millenials,10,,
15189,25.0,admin.,single,secondary,no,483,no,yes,cellular,3,feb,189,1,-1,0,unknown,yes,25-34,Millenials,2,,
15190,57.0,blue-collar,married,primary,no,8403,no,no,unknown,20,jun,11,11,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
15191,36.0,management,divorced,tertiary,no,-978,yes,no,cellular,13,may,62,3,-1,0,unknown,no,35-44,Adultxs,5,,
15192,67.0,retired,divorced,secondary,no,704,no,no,cellular,3,nov,537,1,-1,0,unknown,yes,65+,Gen Z & Boomers,11,,
15193,20.0,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,-1,0,unknown,yes,18-24,Gen Z & Boomers,7,,
15194,66.0,housemaid,divorced,primary,no,3701,no,no,telephone,3,mar,834,1,-1,0,unknown,yes,65+,Gen Z & Boomers,3,,
15195,38.0,admin.,married,secondary,no,326,yes,no,cellular,17,apr,69,2,-1,0,unknown,no,35-44,Adultxs,4,,
15196,40.0,blue-collar,married,secondary,no,1938,yes,no,cellular,7,may,228,1,-1,0,unknown,no,35-44,Adultxs,5,,
15197,41.0,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,291,2,-1,0,unknown,no,35-44,Adultxs,7,,
15198,32.0,blue-collar,single,secondary,no,70,yes,no,unknown,26,may,118,6,-1,0,unknown,no,25-34,Millenials,5,,
15199,32.0,services,single,secondary,no,2459,yes,yes,unknown,23,may,162,1,-1,0,unknown,no,25-34,Millenials,5,,
15200,31.0,services,single,secondary,no,658,no,no,cellular,22,may,100,1,-1,0,unknown,no,25-34,Millenials,5,,
15201,41.0,management,married,tertiary,no,-556,yes,yes,unknown,26,may,127,3,-1,0,unknown,no,35-44,Adultxs,5,,
15202,36.0,blue-collar,divorced,primary,no,17,yes,no,cellular,16,jul,329,1,-1,0,unknown,no,35-44,Adultxs,7,,
15203,51.0,management,married,tertiary,yes,0,no,yes,cellular,29,jul,204,6,-1,0,unknown,no,45-54,Divorciadxs,7,,
15204,32.0,technician,single,tertiary,no,2684,yes,no,cellular,18,may,542,2,-1,0,unknown,yes,25-34,Millenials,5,,
15205,45.0,services,divorced,secondary,no,396,yes,yes,cellular,1,apr,251,4,329,4,failure,no,45-54,Divorciadxs,4,,
15206,42.0,unemployed,divorced,secondary,no,1713,yes,no,unknown,30,may,855,2,-1,0,unknown,yes,35-44,Adultxs,5,,
15207,32.0,services,divorced,tertiary,no,376,yes,no,unknown,20,may,102,2,-1,0,unknown,no,25-34,Millenials,5,,
15208,44.0,admin.,married,secondary,no,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,no,35-44,Adultxs,7,,
15209,60.0,admin.,divorced,secondary,no,683,no,no,cellular,8,nov,507,1,-1,0,unknown,no,55-64,Gen Z & Boomers,11,,
15210,58.0,retired,married,tertiary,no,4048,no,yes,cellular,15,jul,270,5,-1,0,unknown,no,55-64,Gen Z & Boomers,7,,
15211,73.0,retired,married,unknown,no,519,no,no,telephone,26,feb,270,3,133,2,success,yes,65+,Gen Z & Boomers,2,,
15212,30.0,technician,single,secondary,no,19,yes,no,cellular,18,aug,16,15,-1,0,unknown,no,25-34,Millenials,8,,
15213,60.0,blue-collar,married,secondary,no,196,no,no,unknown,20,jun,583,3,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
15214,31.0,self-employed,single,tertiary,no,91,no,no,unknown,23,may,206,1,-1,0,unknown,no,25-34,Millenials,5,,
15215,62.0,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,158,1,-1,0,unknown,yes,55-64,Gen Z & Boomers,8,,
15216,42.0,technician,single,secondary,no,0,yes,no,unknown,6,may,293,1,-1,0,unknown,no,35-44,Adultxs,5,,
15217,28.0,management,married,tertiary,no,258,no,yes,cellular,17,apr,93,1,-1,0,unknown,no,25-34,Millenials,4,,
15218,39.0,services,single,secondary,no,1048,yes,no,cellular,14,may,149,1,-1,0,unknown,no,35-44,Adultxs,5,,
15219,33.0,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure,yes,25-34,Millenials,4,,
15220,54.0,management,married,secondary,no,1660,no,no,cellular,20,nov,337,3,-1,0,unknown,no,45-54,Divorciadxs,11,,
15221,34.0,services,single,secondary,no,1239,yes,no,unknown,23,may,164,1,-1,0,unknown,no,25-34,Millenials,5,,
15222,36.0,unemployed,married,tertiary,no,154,no,no,cellular,26,aug,556,7,-1,0,unknown,yes,35-44,Adultxs,8,,
15223,51.0,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,3,-1,0,unknown,yes,45-54,Divorciadxs,7,,
15224,42.0,management,married,unknown,no,1519,no,no,cellular,19,jul,268,1,-1,0,unknown,yes,35-44,Adultxs,7,,
15225,29.0,student,single,secondary,no,1377,yes,no,cellular,3,aug,248,1,446,2,success,yes,25-34,Millenials,8,,
15226,47.0,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,-1,0,unknown,yes,45-54,Divorciadxs,6,,
15227,37.0,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,unknown,yes,35-44,Adultxs,3,,
15228,35.0,services,married,secondary,no,0,no,no,unknown,9,jun,115,4,-1,0,unknown,no,35-44,Adultxs,6,,
15229,33.0,services,married,tertiary,no,597,no,no,cellular,4,feb,134,1,-1,0,unknown,no,25-34,Millenials,2,,
15230,36.0,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no,35-44,Adultxs,2,,
15231,37.0,technician,single,secondary,no,265,yes,yes,cellular,3,feb,140,1,366,2,failure,yes,35-44,Adultxs,2,,
15232,37.0,management,single,tertiary,no,22125,no,yes,cellular,21,nov,331,2,-1,0,unknown,yes,35-44,Adultxs,11,,
15233,41.0,admin.,married,secondary,no,120,no,yes,cellular,8,jul,489,1,-1,0,unknown,no,35-44,Adultxs,7,,
15234,28.0,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,638,2,-1,0,unknown,yes,25-34,Millenials,5,,
15235,60.0,retired,married,secondary,no,194,no,yes,cellular,30,jul,61,5,-1,0,unknown,no,55-64,Gen Z & Boomers,7,,
15236,40.0,management,single,tertiary,no,3840,yes,no,cellular,24,sep,232,2,409,2,success,yes,35-44,Adultxs,9,,
15237,36.0,technician,married,secondary,no,1345,yes,no,cellular,18,nov,82,1,172,3,failure,no,35-44,Adultxs,11,,
15238,42.0,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,-1,0,unknown,yes,35-44,Adultxs,6,,
15239,40.0,management,married,tertiary,no,24450,no,no,cellular,25,aug,73,2,-1,0,unknown,no,35-44,Adultxs,8,,
15240,38.0,self-employed,married,secondary,no,746,no,no,unknown,20,jun,256,3,-1,0,unknown,no,35-44,Adultxs,6,,
15241,60.0,blue-collar,divorced,secondary,no,1310,no,no,unknown,7,may,152,2,-1,0,unknown,no,55-64,Gen Z & Boomers,5,,
15242,24.0,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,yes,18-24,Gen Z & Boomers,7,,
15243,30.0,management,single,secondary,no,135,no,no,cellular,14,aug,112,2,-1,0,unknown,no,25-34,Millenials,8,,
15244,43.0,services,divorced,secondary,no,313,yes,no,cellular,8,may,155,2,-1,0,unknown,no,35-44,Adultxs,5,,
15245,22.0,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,369,3,-1,0,unknown,yes,18-24,Gen Z & Boomers,6,,
15246,47.0,technician,married,secondary,no,834,no,yes,cellular,21,nov,902,1,133,2,other,yes,45-54,Divorciadxs,11,,
15247,33.0,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,yes,25-34,Millenials,6,,
15248,44.0,management,single,tertiary,no,709,yes,no,cellular,19,nov,54,1,-1,0,unknown,no,35-44,Adultxs,11,,
15249,43.0,blue-collar,married,primary,no,794,yes,no,cellular,13,may,38,3,-1,0,unknown,no,35-44,Adultxs,5,,
15250,47.0,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,661,4,190,1,failure,no,45-54,Divorciadxs,11,,
15251,26.0,management,single,tertiary,no,7628,no,no,cellular,1,apr,263,1,-1,0,unknown,no,25-34,Millenials,4,,
15252,34.0,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes,25-34,Millenials,6,,
15253,48.0,admin.,married,secondary,no,660,no,no,cellular,18,feb,318,1,561,2,success,yes,45-54,Divorciadxs,2,,
15254,56.0,unemployed,married,secondary,no,660,yes,no,unknown,6,jun,72,3,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
15255,61.0,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown,yes,55-64,Gen Z & Boomers,5,,
15256,32.0,technician,single,unknown,no,491,no,no,cellular,9,jul,474,7,-1,0,unknown,yes,25-34,Millenials,7,,
15257,43.0,admin.,single,secondary,no,386,no,no,cellular,12,jul,220,3,529,1,failure,yes,35-44,Adultxs,7,,
15258,32.0,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes,25-34,Millenials,8,,
15259,55.0,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,-1,0,unknown,yes,55-64,Gen Z & Boomers,4,,
15260,41.0,management,single,tertiary,no,11008,no,no,unknown,18,jun,1540,1,-1,0,unknown,yes,35-44,Adultxs,6,,
15261,26.0,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,2,-1,0,unknown,yes,25-34,Millenials,4,,
15262,60.0,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,-1,0,unknown,yes,55-64,Gen Z & Boomers,11,,
15263,57.0,management,divorced,unknown,no,0,no,no,unknown,13,may,95,1,-1,0,unknown,no,55-64,Gen Z & Boomers,5,,
15264,77.0,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,-1,0,unknown,yes,65+,Gen Z & Boomers,2,,
15265,69.0,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,yes,65+,Gen Z & Boomers,7,,
15266,38.0,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure,no,35-44,Adultxs,4,,
15267,23.0,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success,yes,18-24,Gen Z & Boomers,2,,
15268,29.0,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes,25-34,Millenials,5,,
15269,43.0,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no,35-44,Adultxs,7,,
15270,70.0,retired,married,primary,no,2795,no,no,cellular,8,jan,301,2,-1,0,unknown,yes,65+,Gen Z & Boomers,1,,
15271,28.0,blue-collar,married,primary,no,-55,yes,no,unknown,7,may,361,2,-1,0,unknown,no,25-34,Millenials,5,,
15272,53.0,unemployed,single,secondary,no,4,no,no,cellular,30,jul,259,3,-1,0,unknown,no,45-54,Divorciadxs,7,,
15273,63.0,blue-collar,married,secondary,no,641,no,no,cellular,27,may,417,2,-1,0,unknown,yes,55-64,Gen Z & Boomers,5,,
15274,30.0,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,unknown,yes,25-34,Millenials,11,,
15275,51.0,blue-collar,married,primary,no,0,no,no,unknown,8,may,384,1,-1,0,unknown,no,45-54,Divorciadxs,5,,
15276,54.0,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,151,4,-1,0,unknown,no,45-54,Divorciadxs,7,,
15277,75.0,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,183,1,failure,yes,65+,Gen Z & Boomers,2,,
15278,51.0,management,married,tertiary,no,2635,no,no,cellular,1,sep,181,1,98,2,failure,yes,45-54,Divorciadxs,9,,
15279,33.0,management,single,tertiary,no,349,no,no,cellular,22,aug,182,1,-1,0,unknown,no,25-34,Millenials,8,,
15280,60.0,management,single,tertiary,no,1034,yes,no,cellular,7,aug,231,3,-1,0,unknown,yes,55-64,Gen Z & Boomers,8,,
15281,29.0,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,2,143,2,success,yes,25-34,Millenials,4,,
15282,28.0,entrepreneur,single,secondary,no,1734,yes,no,unknown,3,jun,161,3,-1,0,unknown,no,25-34,Millenials,6,,
15283,34.0,management,married,tertiary,no,362,yes,no,unknown,30,may,38,3,-1,0,unknown,no,25-34,Millenials,5,,
15284,37.0,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,success,yes,35-44,Adultxs,4,,
15285,32.0,admin.,married,secondary,no,1604,no,yes,cellular,7,jul,625,1,-1,0,unknown,yes,25-34,Millenials,7,,
15286,46.0,management,married,tertiary,no,349,no,no,cellular,15,feb,295,2,616,1,failure,yes,45-54,Divorciadxs,2,,
15287,34.0,technician,married,secondary,no,1012,yes,yes,telephone,28,oct,540,1,-1,0,unknown,yes,25-34,Millenials,10,,
15288,46.0,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,-1,0,unknown,no,45-54,Divorciadxs,5,,
15289,32.0,management,single,tertiary,no,506,no,no,cellular,5,mar,63,2,-1,0,unknown,yes,25-34,Millenials,3,,
15290,31.0,management,married,tertiary,no,1164,yes,yes,cellular,18,jul,238,3,-1,0,unknown,no,25-34,Millenials,7,,
15291,45.0,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,365,4,-1,0,unknown,yes,45-54,Divorciadxs,7,,
15292,66.0,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,unknown,yes,65+,Gen Z & Boomers,2,,
15293,43.0,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,-1,0,unknown,yes,35-44,Adultxs,10,,
15294,42.0,unemployed,married,secondary,no,1289,no,no,cellular,15,oct,1176,3,92,6,success,yes,35-44,Adultxs,10,,
15295,29.0,management,single,unknown,no,698,no,no,cellular,8,feb,186,1,-1,0,unknown,no,25-34,Millenials,2,,
15296,26.0,technician,single,secondary,no,0,no,yes,cellular,30,jul,65,26,-1,0,unknown,no,25-34,Millenials,7,,
15297,73.0,retired,married,primary,no,253,no,no,cellular,20,apr,345,1,-1,0,unknown,yes,65+,Gen Z & Boomers,4,,
15298,37.0,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,1,-1,0,unknown,yes,35-44,Adultxs,4,,
15299,46.0,blue-collar,married,secondary,no,942,no,no,cellular,18,nov,240,3,119,2,failure,no,45-54,Divorciadxs,11,,
15300,41.0,admin.,married,secondary,no,124,yes,no,cellular,12,may,191,3,-1,0,unknown,no,35-44,Adultxs,5,,
15301,29.0,blue-collar,married,secondary,no,-312,yes,yes,cellular,14,may,130,2,-1,0,unknown,no,25-34,Millenials,5,,
15302,41.0,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,-1,0,unknown,yes,35-44,Adultxs,7,,
15303,57.0,housemaid,divorced,primary,no,0,no,no,unknown,9,jun,97,1,-1,0,unknown,no,55-64,Gen Z & Boomers,6,,
15304,52.0,unemployed,married,primary,no,959,no,no,telephone,30,jul,694,2,-1,0,unknown,yes,45-54,Divorciadxs,7,,
15305,55.0,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,2,184,1,success,yes,55-64,Gen Z & Boomers,10,,
15306,29.0,management,married,tertiary,no,8103,no,no,cellular,28,may,473,3,-1,0,unknown,yes,25-34,Millenials,5,,
15307,38.0,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes,35-44,Adultxs,11,,
15308,66.0,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,yes,65+,Gen Z & Boomers,2,,
15309,48.0,blue-collar,married,secondary,no,238,yes,yes,cellular,2,jun,118,2,81,1,success,no,45-54,Divorciadxs,6,,
15310,36.0,management,married,tertiary,no,659,no,no,cellular,28,aug,90,13,-1,0,unknown,no,35-44,Adultxs,8,,
15311,39.0,technician,single,tertiary,no,21,yes,no,unknown,23,may,58,1,-1,0,unknown,no,35-44,Adultxs,5,,
15312,34.0,technician,married,secondary,no,390,yes,no,cellular,27,mar,95,2,231,2,failure,yes,25-34,Millenials,3,,
15313,65.0,retired,married,primary,no,493,no,no,cellular,16,oct,622,1,182,1,failure,no,65+,Gen Z & Boomers,10,,
15314,49.0,blue-collar,married,primary,no,230,no,yes,unknown,30,jun,176,1,-1,0,unknown,no,45-54,Divorciadxs,6,,
15315,54.0,blue-collar,married,primary,no,316,yes,no,cellular,14,may,240,1,-1,0,unknown,no,45-54,Divorciadxs,5,,
15316,65.0,retired,married,primary,no,308,no,no,cellular,1,sep,400,1,-1,0,unknown,yes,65+,Gen Z & Boomers,9,,
15317,39.0,student,single,tertiary,no,1107,yes,no,telephone,20,apr,407,4,-1,0,unknown,no,35-44,Adultxs,4,,
15318,43.0,unemployed,single,tertiary,no,983,yes,no,cellular,26,feb,97,1,-1,0,unknown,yes,35-44,Adultxs,2,,
15319,46.0,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown,no,45-54,Divorciadxs,5,,
15320,67.0,retired,married,primary,no,2391,no,no,cellular,28,jun,737,6,186,10,other,yes,65+,Gen Z & Boomers,6,,
15321,48.0,services,divorced,secondary,no,-276,yes,yes,cellular,13,may,674,1,-1,0,unknown,yes,45-54,Divorciadxs,5,,
15322,30.0,management,single,tertiary,no,2876,no,no,cellular,6,aug,103,4,-1,0,unknown,no,25-34,Millenials,8,,
15323,32.0,services,single,tertiary,no,785,no,no,cellular,3,jun,273,1,-1,0,unknown,no,25-34,Millenials,6,,
15324,55.0,technician,married,unknown,no,574,yes,no,cellular,29,jan,243,2,-1,0,unknown,no,55-64,Gen Z & Boomers,1,,
15325,54.0,retired,married,secondary,no,1851,no,no,unknown,11,jun,296,3,-1,0,unknown,no,45-54,Divorciadxs,6,,
15326,46.0,blue-collar,married,primary,no,7934,yes,no,unknown,19,may,123,1,-1,0,unknown,no,45-54,Divorciadxs,5,,
15327,50.0,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes,45-54,Divorciadxs,7,,
15328,47.0,blue-collar,married,primary,no,475,yes,yes,cellular,29,jan,99,2,251,7,other,no,45-54,Divorciadxs,1,,
15329,47.0,services,married,secondary,no,0,yes,no,cellular,9,jul,173,1,-1,0,unknown,no,45-54,Divorciadxs,7,,
15330,54.0,admin.,married,tertiary,no,19,no,no,cellular,26,aug,131,2,-1,0,unknown,no,45-54,Divorciadxs,8,,
15331,57.0,management,married,tertiary,no,337,no,no,cellular,5,feb,59,2,-1,0,unknown,no,55-64,Gen Z & Boomers,2,,
15332,38.0,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,162,1,181,5,success,yes,35-44,Adultxs,4,,
15333,35.0,blue-collar,single,secondary,no,885,yes,no,cellular,15,jul,632,6,-1,0,unknown,yes,35-44,Adultxs,7,,
